postcode,sector,easting,northing,localAuthority,altitude,soilType
SP10 3NG,SP10 3,434602.0,146336.0,Test Valley,80,Unsurveyed/Urban
SM7 2BY,SM7 2,526653.0,158370.0,Reigate and Banstead,120,Leptosols
BR2 8GP,BR2 8,542612.0,166155.0,Bromley,70,Cambisols
SW16 1AW,SW16 1,529564.0,172285.0,Lambeth,40,Unsurveyed/Urban
SL2 4LU,SL2 4,497451.0,183859.0,Buckinghamshire,50,Planosols
KT13 9XP,KT13 9,507867.0,164365.0,Elmbridge,30,Unsurveyed/Urban
RG8 7NZ,RG8 7,463465.0,178878.0,South Oxfordshire,130,Luvisols
SS4 3RB,SS4 3,589600.0,193622.0,Rochford,10,Stagnosols
RG31 5DH,RG31 5,466111.0,173917.0,Reading,90,Unsurveyed/Urban
PO14 4PY,PO14 4,452366.0,107006.0,Fareham,40,Unsurveyed/Urban
RM16 2XQ,RM16 2,562029.0,179652.0,Thurrock,20,Unsurveyed/Urban
SW6 4SE,SW6 4,525634.0,176821.0,Hammersmith and Fulham,0,Unsurveyed/Urban
E10 6LA,E10 6,538366.0,187373.0,Waltham Forest,20,Unsurveyed/Urban
GU15 1LR,GU15 1,489602.0,161243.0,Surrey Heath,120,Cambisols
BN3 4JF,BN3 4,527415.0,104720.0,Brighton and Hove,10,Unsurveyed/Urban
RG7 6AX,RG7 6,460461.0,172619.0,West Berkshire,60,Planosols
HA4 9RZ,HA4 9,510276.0,186946.0,Hillingdon,50,Unsurveyed/Urban
SE12 0SJ,SE12 0,539744.0,173998.0,Lewisham,20,Unsurveyed/Urban
GU34 2HZ,GU34 2,471842.0,140403.0,East Hampshire,130,Cambisols
SL9 8NP,SL9 8,499991.0,189966.0,Buckinghamshire,80,Unsurveyed/Urban
WC2B 5TA,WC2B 5,530449.0,181174.0,Westminster,20,Unsurveyed/Urban
PO12 2ED,PO12 2,460728.0,99388.0,Gosport,10,Unsurveyed/Urban
W1U 3JX,W1U 3,528351.0,181443.0,Westminster,20,Unsurveyed/Urban
PO1 3DX,PO1 3,463701.0,100612.0,Portsmouth,10,Unsurveyed/Urban
GU9 9DZ,GU9 9,485112.0,149427.0,Waverley,110,Unsurveyed/Urban
OX12 0QE,OX12 0,439510.0,190376.0,Vale of White Horse,80,Cambisols
BN27 4BZ,BN27 4,555225.0,111792.0,Wealden,30,Planosols
GU14 8RN,GU14 8,485383.0,156259.0,Rushmoor,70,Unsurveyed/Urban
SE11 6DQ,SE11 6,531078.0,178993.0,Lambeth,10,Unsurveyed/Urban
CR0 2GF,CR0 2,532373.0,166143.0,Croydon,50,Unsurveyed/Urban
RH1 2JE,RH1 2,528630.0,152106.0,Reigate and Banstead,90,Unsurveyed/Urban
PO17 6LU,PO17 6,458346.0,107737.0,Fareham,10,Cambisols
TN24 9RD,TN24 9,601829.0,143699.0,Ashford,40,Gleysols
CR5 3YF,CR5 3,527423.0,157646.0,Reigate and Banstead,110,Unsurveyed/Urban
RM15 4DP,RM15 4,556148.0,180201.0,Thurrock,30,Unsurveyed/Urban
SW3 6NB,SW3 6,527019.0,178025.0,Kensington and Chelsea,10,Unsurveyed/Urban
BR2 0QX,BR2 0,539675.0,168086.0,Bromley,70,Unsurveyed/Urban
SO18 6BF,SO18 6,445329.0,113372.0,Southampton,60,Unsurveyed/Urban
ME8 8LU,ME8 8,582629.0,165889.0,Medway,30,Arenosols
RM16 2GH,RM16 2,563427.0,179206.0,Thurrock,30,Unsurveyed/Urban
SO17 2GY,SO17 2,442734.0,113799.0,Southampton,10,Unsurveyed/Urban
SL6 9BY,SL6 9,488765.0,185200.0,Windsor and Maidenhead,30,Luvisols
GU30 7HQ,GU30 7,484591.0,130949.0,East Hampshire,120,Luvisols
BH24 3AP,BH24 3,415090.0,104604.0,New Forest,20,Unsurveyed/Urban
RG12 7BP,RG12 7,486673.0,168128.0,Bracknell Forest,80,Unsurveyed/Urban
PO12 1QS,PO12 1,460988.0,99370.0,Gosport,10,Cambisols
ME17 2LA,ME17 2,589516.0,151879.0,Maidstone,120,Cambisols
SS0 7RP,SS0 7,586936.0,185294.0,Southend-on-Sea,10,Unsurveyed/Urban
GU10 2EP,GU10 2,487235.0,140231.0,Waverley,70,Podzols
CR2 7ND,CR2 7,534739.0,162617.0,Croydon,130,Unsurveyed/Urban
PO6 2RA,PO6 2,466163.0,105613.0,Portsmouth,10,Unsurveyed/Urban
RG7 1HE,RG7 1,471656.0,167896.0,Wokingham,50,Gleysols
NW11 6UE,NW11 6,526031.0,188338.0,Barnet,70,Cambisols
PO33 1LA,PO33 1,460037.0,92492.0,Isle of Wight,0,Luvisols
IG8 9AB,IG8 9,540310.0,191356.0,Redbridge,40,Unsurveyed/Urban
BN13 2AA,BN13 2,513203.0,105318.0,Worthing,30,Unsurveyed/Urban
HP22 5RB,HP22 5,485635.0,211121.0,Buckinghamshire,100,Cambisols
BN3 6LD,BN3 6,529577.0,106170.0,Brighton and Hove,70,Unsurveyed/Urban
BN43 5XN,BN43 5,521713.0,105211.0,Adur,10,Unsurveyed/Urban
SE18 1ER,SE18 1,545510.0,178791.0,Greenwich,10,Unsurveyed/Urban
RG21 4DT,RG21 4,464560.0,152201.0,Basingstoke and Deane,80,Unsurveyed/Urban
PO16 8NF,PO16 8,460724.0,106237.0,Fareham,30,Unsurveyed/Urban
RM6 6UD,RM6 6,547967.0,188277.0,Barking and Dagenham,20,Unsurveyed/Urban
ME14 5LA,ME14 5,578951.0,156403.0,Maidstone,60,Luvisols
SO31 5PT,SO31 5,446404.0,108512.0,Eastleigh,20,Unsurveyed/Urban
UB3 2AB,UB3 2,509793.0,179897.0,Hillingdon,30,Unsurveyed/Urban
CM15 0DU,CM15 0,558684.0,199993.0,Brentwood,90,Luvisols
TW5 0TR,TW5 0,513856.0,177032.0,Hounslow,30,Unsurveyed/Urban
KT12 1AB,KT12 1,510031.0,166495.0,Elmbridge,10,Unsurveyed/Urban
TN18 5ZX,TN18 5,577605.0,136035.0,Tunbridge Wells,70,Luvisols
PO34 5HE,PO34 5,462695.0,91674.0,Isle of Wight,10,Planosols
BN1 2HS,BN1 2,530244.0,104216.0,Brighton and Hove,20,Unsurveyed/Urban
BN2 8FT,BN2 8,538413.0,103071.0,Brighton and Hove,30,Unsurveyed/Urban
PO8 0TU,PO8 0,469544.0,115119.0,East Hampshire,100,Leptosols
PO19 1TY,PO19 1,486231.0,104623.0,Chichester,10,Unsurveyed/Urban
W11 3BJ,W11 3,524929.0,180751.0,Kensington and Chelsea,30,Unsurveyed/Urban
EC1A 4EU,EC1A 4,532137.0,181501.0,City of London,20,Unsurveyed/Urban
PO18 0FS,PO18 0,488648.0,106298.0,Chichester,20,Luvisols
KT10 8EE,KT10 8,514522.0,166191.0,Elmbridge,10,Unsurveyed/Urban
RG22 5BW,RG22 5,460563.0,151122.0,Basingstoke and Deane,100,Unsurveyed/Urban
BN22 7RZ,BN22 7,562614.0,100935.0,Eastbourne,10,Unsurveyed/Urban
W5 5WT,W5 5,517544.0,180349.0,Ealing,30,Unsurveyed/Urban
UB1 1DW,UB1 1,512576.0,179976.0,Ealing,30,Unsurveyed/Urban
SL1 5AN,SL1 5,495550.0,180144.0,Slough,30,Unsurveyed/Urban
CT16 1LU,CT16 1,632826.0,141592.0,Dover,10,Unsurveyed/Urban
SO15 3EJ,SO15 3,440423.0,113079.0,Southampton,20,Unsurveyed/Urban
E15 4QD,E15 4,539089.0,183962.0,Newham,10,Unsurveyed/Urban
HA8 8AY,HA8 8,518612.0,192616.0,Barnet,70,Unsurveyed/Urban
KT17 3BF,KT17 3,523319.0,159682.0,Reigate and Banstead,100,Unsurveyed/Urban
PO6 2RT,PO6 2,466160.0,104775.0,Portsmouth,10,Unsurveyed/Urban
BN13 3RX,BN13 3,510417.0,104389.0,Worthing,20,Planosols
SS8 9DP,SS8 9,579711.0,183629.0,Castle Point,0,Unsurveyed/Urban
SE8 3QS,SE8 3,536465.0,178486.0,Lewisham,0,Unsurveyed/Urban
ME3 9LH,ME3 9,578202.0,172773.0,Medway,40,Luvisols
RG45 6QU,RG45 6,483630.0,164954.0,Wokingham,80,Podzols
CT20 1PA,CT20 1,623267.0,136381.0,Folkestone and Hythe,30,Unsurveyed/Urban
OX14 5NU,OX14 5,448533.0,196182.0,Vale of White Horse,60,Unsurveyed/Urban
GU8 5QH,GU8 5,493738.0,138674.0,Waverley,130,Luvisols
UB8 2JH,UB8 2,504924.0,181583.0,Hillingdon,30,Unsurveyed/Urban
N16 0SQ,N16 0,533101.0,186174.0,Hackney,30,Unsurveyed/Urban
SO50 5BS,SO50 5,444510.0,118074.0,Eastleigh,10,Unsurveyed/Urban
SM2 5SU,SM2 5,525624.0,162071.0,Sutton,90,Mixed
GU9 9TD,GU9 9,485760.0,149253.0,Waverley,80,Planosols
ME15 7QU,ME15 7,577043.0,154756.0,Maidstone,50,Luvisols
BR4 9JS,BR4 9,538092.0,165803.0,Bromley,80,Unsurveyed/Urban
HA3 6BA,HA3 6,515975.0,190879.0,Harrow,70,Unsurveyed/Urban
BN16 1LB,BN16 1,507442.0,102122.0,Arun,10,Cambisols
HP6 6AG,HP6 6,496615.0,198628.0,Buckinghamshire,150,Unsurveyed/Urban
N15 3SB,N15 3,532037.0,188824.0,Haringey,20,Unsurveyed/Urban
KT5 9NZ,KT5 9,519997.0,165765.0,Kingston upon Thames,30,Unsurveyed/Urban
HP13 7QH,HP13 7,488085.0,193232.0,Buckinghamshire,140,Unsurveyed/Urban
W6 9NU,W6 9,522397.0,178555.0,Hammersmith and Fulham,10,Unsurveyed/Urban
NW10 4RA,NW10 4,521965.0,183030.0,Brent,40,Unsurveyed/Urban
SL9 8RY,SL9 8,499713.0,189843.0,Buckinghamshire,90,Unsurveyed/Urban
CT16 1JZ,CT16 1,632046.0,141222.0,Dover,10,Unsurveyed/Urban
SW9 8LA,SW9 8,531118.0,175336.0,Lambeth,20,Unsurveyed/Urban
W11 2PJ,W11 2,524785.0,180856.0,Kensington and Chelsea,20,Unsurveyed/Urban
TW2 6PQ,TW2 6,514745.0,173173.0,Richmond upon Thames,10,Unsurveyed/Urban
RH5 4RA,RH5 4,517426.0,143884.0,Mole Valley,100,Planosols
TN2 4BE,TN2 4,564142.0,140808.0,Tunbridge Wells,110,Luvisols
CT13 0PQ,CT13 0,630386.0,157376.0,Dover,30,Luvisols
SO31 1DJ,SO31 1,448678.0,111551.0,Eastleigh,60,Unsurveyed/Urban
RG7 2DP,RG7 2,466716.0,161606.0,Basingstoke and Deane,70,Planosols
PO16 7SU,PO16 7,457150.0,106693.0,Fareham,20,Unsurveyed/Urban
SE16 3PF,SE16 3,534913.0,178628.0,Southwark,10,Unsurveyed/Urban
PO16 9SD,PO16 9,462126.0,105412.0,Fareham,10,Unsurveyed/Urban
SL0 9AQ,SL0 9,504140.0,179458.0,Buckinghamshire,30,Leptosols
ME3 9JE,ME3 9,578281.0,172619.0,Medway,30,Luvisols
KT3 6NQ,KT3 6,522639.0,167541.0,Merton,20,Unsurveyed/Urban
HA9 9HA,HA9 9,519960.0,186629.0,Brent,60,Unsurveyed/Urban
RH5 6ER,RH5 6,516576.0,153596.0,Mole Valley,40,Luvisols
NW7 3EX,NW7 3,520720.0,192997.0,Barnet,80,Unsurveyed/Urban
RG42 3RU,RG42 3,489154.0,169908.0,Bracknell Forest,90,Podzols
TW14 0QE,TW14 0,510724.0,172372.0,Hounslow,20,Unsurveyed/Urban
BR3 5JT,BR3 5,537819.0,169363.0,Bromley,50,Unsurveyed/Urban
PO7 7JA,PO7 7,468225.0,109288.0,Havant,50,Unsurveyed/Urban
RG6 4DL,RG6 4,474695.0,169936.0,Wokingham,50,Gleysols
TW1 2JH,TW1 2,517626.0,173862.0,Richmond upon Thames,10,Unsurveyed/Urban
HA7 3EE,HA7 3,516413.0,192866.0,Harrow,130,Unsurveyed/Urban
PO21 2UH,PO21 2,492389.0,99615.0,Arun,10,Unsurveyed/Urban
PO5 2DU,PO5 2,464380.0,98754.0,Portsmouth,10,Unsurveyed/Urban
OX14 5NG,OX14 5,449110.0,195995.0,Vale of White Horse,50,Unsurveyed/Urban
W1W 7PF,W1W 7,529115.0,181541.0,Westminster,20,Unsurveyed/Urban
E11 3WL,E11 3,539336.0,186929.0,Waltham Forest,20,Unsurveyed/Urban
SW20 0DE,SW20 0,522917.0,169638.0,Merton,20,Unsurveyed/Urban
SL8 5EB,SL8 5,489492.0,186152.0,Buckinghamshire,30,Gleysols
GU16 8RG,GU16 8,488897.0,159170.0,Surrey Heath,100,Unsurveyed/Urban
RH19 2PL,RH19 2,536511.0,139577.0,Tandridge,90,Luvisols
OX2 9HG,OX2 9,448174.0,205444.0,Vale of White Horse,110,Leptosols
TN8 5DZ,TN8 5,543917.0,145991.0,Sevenoaks,40,Unsurveyed/Urban
RH17 7LF,RH17 7,541861.0,129727.0,Wealden,150,Luvisols
SW17 0TA,SW17 0,527444.0,171436.0,Wandsworth,20,Unsurveyed/Urban
SO40 3QS,SO40 3,435947.0,114047.0,New Forest,0,Unsurveyed/Urban
TN37 7ZD,TN37 7,579398.0,110684.0,Hastings,50,Unsurveyed/Urban
TW19 7RN,TW19 7,505733.0,173516.0,Spelthorne,20,Unsurveyed/Urban
GU27 2FE,GU27 2,489887.0,132492.0,Waverley,170,Podzols
PO19 3RA,PO19 3,485697.0,105434.0,Chichester,20,Unsurveyed/Urban
SW16 5JF,SW16 5,529290.0,169434.0,Merton,30,Unsurveyed/Urban
SL6 4JU,SL6 4,487764.0,181102.0,Windsor and Maidenhead,50,Unsurveyed/Urban
N7 7NB,N7 7,531096.0,185924.0,Islington,30,Unsurveyed/Urban
W1J 8SB,W1J 8,528973.0,180382.0,Westminster,20,Unsurveyed/Urban
NW8 0JS,NW8 0,525881.0,183376.0,Westminster,40,Unsurveyed/Urban
SW18 3LL,SW18 3,526895.0,173377.0,Wandsworth,30,Unsurveyed/Urban
BN15 9RL,BN15 9,518210.0,105371.0,Adur,10,Unsurveyed/Urban
WC1V 6PL,WC1V 6,530337.0,181507.0,Camden,20,Unsurveyed/Urban
CR0 6JP,CR0 6,533633.0,166999.0,Croydon,50,Unsurveyed/Urban
SE26 5EU,SE26 5,535373.0,171557.0,Lewisham,50,Unsurveyed/Urban
SW18 1BD,SW18 1,525936.0,174930.0,Wandsworth,10,Unsurveyed/Urban
SO45 6DP,SO45 6,441740.0,108075.0,New Forest,10,Cambisols
GU8 6ND,GU8 6,492562.0,139580.0,Waverley,90,Luvisols
PO14 1EA,PO14 1,456642.0,105152.0,Fareham,10,Unsurveyed/Urban
HA1 3BJ,HA1 3,515100.0,187924.0,Harrow,70,Unsurveyed/Urban
BN27 4TH,BN27 4,564691.0,112287.0,Wealden,50,Luvisols
W1F 7EL,W1F 7,529326.0,181034.0,Westminster,20,Unsurveyed/Urban
RG9 5SL,RG9 5,467061.0,187367.0,South Oxfordshire,210,Luvisols
RH11 9LL,RH11 9,525805.0,134144.0,Crawley,110,Cambisols
BN11 4RH,BN11 4,513584.0,102984.0,Worthing,10,Unsurveyed/Urban
SE23 3SB,SE23 3,535281.0,173736.0,Lewisham,80,Unsurveyed/Urban
ME17 3LZ,ME17 3,580537.0,151579.0,Maidstone,100,Luvisols
SO31 8HD,SO31 8,447800.0,110346.0,Eastleigh,40,Planosols
TN12 9SG,TN12 9,573557.0,146049.0,Maidstone,20,Planosols
CT6 7FF,CT6 7,619855.0,166763.0,Canterbury,30,Unsurveyed/Urban
RG14 3BT,RG14 3,446942.0,172519.0,West Berkshire,140,Planosols
NW7 3JH,NW7 3,521229.0,192661.0,Barnet,90,Unsurveyed/Urban
TN14 7JA,TN14 7,547897.0,159482.0,Sevenoaks,190,Luvisols
SL5 0QQ,SL5 0,495118.0,167753.0,Windsor and Maidenhead,50,Luvisols
N1 6PW,N1 6,533110.0,183234.0,Hackney,20,Unsurveyed/Urban
TN13 2TG,TN13 2,550673.0,158208.0,Sevenoaks,90,Cambisols
CT15 7JX,CT15 7,627154.0,145426.0,Dover,60,Leptosols
ME8 8JZ,ME8 8,581823.0,165748.0,Medway,40,Unsurveyed/Urban
RG17 0AZ,RG17 0,433952.0,167617.0,West Berkshire,130,Luvisols
OX49 5AZ,OX49 5,466180.0,197089.0,South Oxfordshire,90,Luvisols
LU7 0JW,LU7 0,487699.0,224286.0,Buckinghamshire,120,Luvisols
UB3 1NQ,UB3 1,508897.0,178830.0,Hillingdon,30,Unsurveyed/Urban
SL1 1RU,SL1 1,498477.0,179980.0,Slough,30,Unsurveyed/Urban
SL7 3LF,SL7 3,485146.0,187782.0,Buckinghamshire,60,Unsurveyed/Urban
TN6 1DT,TN6 1,551495.0,130694.0,Wealden,220,Unsurveyed/Urban
PO12 2SZ,PO12 2,458847.0,99498.0,Gosport,10,Unsurveyed/Urban
SO15 1RE,SO15 1,441356.0,111584.0,Southampton,10,Unsurveyed/Urban
BH23 8JW,BH23 8,418716.0,97050.0,New Forest,20,Luvisols
KT15 1FF,KT15 1,504042.0,163110.0,Runnymede,30,Luvisols
ME15 9GE,ME15 9,577693.0,152876.0,Maidstone,90,Unsurveyed/Urban
GU31 4BT,GU31 4,475669.0,123873.0,East Hampshire,70,Luvisols
N7 6BH,N7 6,530624.0,186184.0,Islington,30,Unsurveyed/Urban
TN12 7LY,TN12 7,566637.0,140937.0,Tunbridge Wells,80,Luvisols
RM5 2HA,RM5 2,549507.0,192226.0,Havering,30,Unsurveyed/Urban
HA5 2BT,HA5 2,511043.0,189620.0,Hillingdon,60,Unsurveyed/Urban
SM3 9QF,SM3 9,524739.0,165287.0,Sutton,30,Unsurveyed/Urban
SO32 1EB,SO32 1,455577.0,117224.0,Winchester,50,Stagnosols
TN24 9PW,TN24 9,602138.0,143962.0,Ashford,40,Luvisols
PO30 2JE,PO30 2,450848.0,89541.0,Isle of Wight,30,Planosols
GU12 5AP,GU12 5,489068.0,151890.0,Guildford,70,Unsurveyed/Urban
NW6 1UE,NW6 1,525294.0,185367.0,Camden,70,Unsurveyed/Urban
HA2 6EF,HA2 6,513543.0,188980.0,Harrow,50,Unsurveyed/Urban
OX13 6QJ,OX13 6,444995.0,198706.0,Vale of White Horse,80,Luvisols
GU15 4AE,GU15 4,489120.0,161958.0,Surrey Heath,120,Cambisols
TN35 4QU,TN35 4,581281.0,115377.0,Rother,30,Luvisols
IG11 9QU,IG11 9,546033.0,184104.0,Barking and Dagenham,10,Unsurveyed/Urban
E17 6GT,E17 6,536008.0,190008.0,Waltham Forest,10,Unsurveyed/Urban
SM6 7PJ,SM6 7,528953.0,164783.0,Sutton,40,Unsurveyed/Urban
SL1 7AG,SL1 7,492713.0,182457.0,Buckinghamshire,50,Unsurveyed/Urban
SM4 6BZ,SM4 6,526607.0,167094.0,Merton,40,Unsurveyed/Urban
W2 5UA,W2 5,525015.0,181674.0,Westminster,30,Unsurveyed/Urban
SE8 3HU,SE8 3,537158.0,177733.0,Lewisham,10,Unsurveyed/Urban
IG9 5JZ,IG9 5,540379.0,193787.0,Redbridge,60,Unsurveyed/Urban
PO30 1EE,PO30 1,449802.0,88750.0,Isle of Wight,20,Luvisols
KT1 3AU,KT1 3,518827.0,168826.0,Kingston upon Thames,10,Unsurveyed/Urban
BN24 6AJ,BN24 6,565925.0,104225.0,Wealden,0,Gleysols
N12 0EQ,N12 0,526341.0,192017.0,Barnet,90,Unsurveyed/Urban
N3 2SH,N3 2,525415.0,190469.0,Barnet,80,Unsurveyed/Urban
GU26 6ND,GU26 6,487529.0,135478.0,East Hampshire,200,Podzols
E17 5LS,E17 5,536607.0,189948.0,Waltham Forest,20,Unsurveyed/Urban
PO39 0EJ,PO39 0,432302.0,86709.0,Isle of Wight,30,Luvisols
HP27 0RW,HP27 0,483422.0,202140.0,Buckinghamshire,230,Luvisols
GU12 6AG,GU12 6,490153.0,151140.0,Guildford,80,Cambisols
GU30 7DD,GU30 7,484969.0,131873.0,East Hampshire,110,Luvisols
TW1 4HF,TW1 4,516086.0,173203.0,Richmond upon Thames,10,Unsurveyed/Urban
GU22 8QN,GU22 8,503619.0,159663.0,Woking,40,Unsurveyed/Urban
BN17 6EF,BN17 6,502835.0,102552.0,Arun,10,Unsurveyed/Urban
HA4 6UH,HA4 6,511387.0,185083.0,Hillingdon,40,Unsurveyed/Urban
UB6 7QG,UB6 7,515911.0,184918.0,Ealing,40,Unsurveyed/Urban
SL6 6AJ,SL6 6,488191.0,181317.0,Windsor and Maidenhead,40,Unsurveyed/Urban
CM12 9AH,CM12 9,567329.0,194447.0,Basildon,90,Unsurveyed/Urban
CT6 7TR,CT6 7,616650.0,166492.0,Canterbury,20,Mixed
CT7 9HR,CT7 9,630413.0,169783.0,Thanet,10,Unsurveyed/Urban
E1W 3GP,E1W 3,534829.0,181798.0,Tower Hamlets,10,Unsurveyed/Urban
DA11 0AD,DA11 0,564469.0,174162.0,Gravesham,20,Unsurveyed/Urban
SE9 2JN,SE9 2,544730.0,174278.0,Greenwich,40,Unsurveyed/Urban
BN12 5EP,BN12 5,509816.0,102134.0,Arun,10,Unsurveyed/Urban
DA8 2DF,DA8 2,551962.0,176669.0,Bexley,10,Unsurveyed/Urban
PO13 0PX,PO13 0,457730.0,102611.0,Gosport,10,Unsurveyed/Urban
TW1 4BF,TW1 4,515730.0,173110.0,Richmond upon Thames,10,Unsurveyed/Urban
RG6 7SS,RG6 7,474065.0,171097.0,Wokingham,60,Unsurveyed/Urban
TW18 1HZ,TW18 1,504820.0,170648.0,Spelthorne,20,Unsurveyed/Urban
BN27 2AQ,BN27 2,559263.0,109411.0,Wealden,30,Unsurveyed/Urban
E5 0LG,E5 0,535559.0,185544.0,Hackney,20,Unsurveyed/Urban
RG4 6QS,RG4 6,472761.0,176691.0,Reading,80,Cambisols
W4 3PN,W4 3,519639.0,177588.0,Hounslow,10,Unsurveyed/Urban
W1G 6PG,W1G 6,528375.0,181897.0,Westminster,30,Unsurveyed/Urban
DA11 7JB,DA11 7,563824.0,172137.0,Gravesham,40,Unsurveyed/Urban
HP12 3AS,HP12 3,484769.0,193992.0,Buckinghamshire,80,Unsurveyed/Urban
BR6 8LR,BR6 8,543095.0,165444.0,Bromley,100,Unsurveyed/Urban
HA2 0RL,HA2 0,513846.0,187421.0,Harrow,60,Unsurveyed/Urban
BN25 1DR,BN25 1,547996.0,99086.0,Lewes,10,Unsurveyed/Urban
SE7 8PP,SE7 8,541779.0,177216.0,Greenwich,50,Unsurveyed/Urban
SL4 1JQ,SL4 1,496657.0,176294.0,Windsor and Maidenhead,30,Unsurveyed/Urban
SN7 7QF,SN7 7,431734.0,190273.0,Vale of White Horse,90,Stagnosols
RG12 7FF,RG12 7,487713.0,166540.0,Bracknell Forest,100,Podzols
PO36 0BP,PO36 0,460493.0,86422.0,Isle of Wight,20,Leptosols
PO1 5EX,PO1 5,465175.0,100395.0,Portsmouth,10,Unsurveyed/Urban
WC1N 1EP,WC1N 1,530434.0,182119.0,Camden,20,Unsurveyed/Urban
E15 2PE,E15 2,537683.0,183338.0,Newham,10,Unsurveyed/Urban
BN9 0BF,BN9 0,544892.0,101975.0,Lewes,10,Unsurveyed/Urban
UB8 3QS,UB8 3,506766.0,182150.0,Hillingdon,40,Unsurveyed/Urban
PO7 7RQ,PO7 7,467079.0,110620.0,Havant,40,Unsurveyed/Urban
BN11 5QA,BN11 5,512836.0,102698.0,Worthing,10,Unsurveyed/Urban
KT7 0LG,KT7 0,515581.0,167046.0,Elmbridge,10,Unsurveyed/Urban
RM11 3BX,RM11 3,554850.0,189150.0,Havering,30,Unsurveyed/Urban
ME3 7UG,ME3 7,573905.0,176708.0,Medway,10,Cambisols
RG19 8SL,RG19 8,448460.0,165365.0,West Berkshire,120,Luvisols
PO22 9DH,PO22 9,492959.0,100588.0,Arun,10,Unsurveyed/Urban
ME8 0WQ,ME8 0,579385.0,166161.0,Medway,90,Cambisols
BN20 8RF,BN20 8,558702.0,100335.0,Eastbourne,60,Unsurveyed/Urban
N1 5QU,N1 5,533146.0,183693.0,Hackney,20,Unsurveyed/Urban
SE17 3QR,SE17 3,531822.0,177864.0,Southwark,10,Unsurveyed/Urban
E15 2LE,E15 2,538222.0,183917.0,Newham,10,Unsurveyed/Urban
E1 4PX,E1 4,536166.0,182095.0,Tower Hamlets,10,Unsurveyed/Urban
W12 9RW,W12 9,521867.0,179515.0,Hammersmith and Fulham,10,Unsurveyed/Urban
W1T 4BJ,W1T 4,529293.0,181962.0,Camden,30,Unsurveyed/Urban
ME7 5TW,ME7 5,577096.0,168412.0,Medway,40,Unsurveyed/Urban
RG7 3AS,RG7 3,466769.0,165929.0,West Berkshire,70,Planosols
TW12 2DH,TW12 2,513108.0,169110.0,Richmond upon Thames,10,Unsurveyed/Urban
GU14 9AU,GU14 9,485883.0,157719.0,Rushmoor,60,Unsurveyed/Urban
SW8 2NX,SW8 2,530062.0,176863.0,Lambeth,10,Unsurveyed/Urban
HA2 6NX,HA2 6,513897.0,190367.0,Harrow,60,Unsurveyed/Urban
BR5 4EW,BR5 4,547292.0,167955.0,Bromley,50,Unsurveyed/Urban
GU52 7SN,GU52 7,480737.0,153316.0,Hart,80,Unsurveyed/Urban
CM15 9LB,CM15 9,558598.0,195071.0,Brentwood,90,Unsurveyed/Urban
SO30 2AF,SO30 2,449876.0,113683.0,Eastleigh,20,Planosols
SS9 2PB,SS9 2,583014.0,186295.0,Southend-on-Sea,40,Unsurveyed/Urban
BN12 5PA,BN12 5,509534.0,101986.0,Arun,10,Unsurveyed/Urban
BR6 6JR,BR6 6,546536.0,164065.0,Bromley,100,Unsurveyed/Urban
BH24 3PG,BH24 3,415508.0,107114.0,New Forest,20,Cambisols
TN33 0SU,TN33 0,573560.0,114209.0,Rother,50,Luvisols
SW6 4UQ,SW6 4,524972.0,176479.0,Hammersmith and Fulham,10,Unsurveyed/Urban
SL2 4NT,SL2 4,497347.0,181991.0,Buckinghamshire,40,Mixed
SS14 3LL,SS14 3,572661.0,190086.0,Basildon,20,Unsurveyed/Urban
SL3 8DY,SL3 8,501511.0,178911.0,Slough,30,Unsurveyed/Urban
SE24 0AR,SE24 0,532106.0,175658.0,Lambeth,20,Unsurveyed/Urban
GU9 8DJ,GU9 8,484595.0,146448.0,Waverley,80,Unsurveyed/Urban
SO21 2EE,SO21 2,446150.0,123341.0,Winchester,30,Unsurveyed/Urban
ME8 8RU,ME8 8,581113.0,163463.0,Medway,120,Luvisols
BN3 3WB,BN3 3,528447.0,104886.0,Brighton and Hove,10,Unsurveyed/Urban
CT7 0AJ,CT7 0,630520.0,168811.0,Thanet,20,Unsurveyed/Urban
HP10 0NZ,HP10 0,491068.0,189644.0,Buckinghamshire,50,Unsurveyed/Urban
CM11 2EP,CM11 2,568222.0,194564.0,Basildon,60,Cambisols
W6 7JF,W6 7,523761.0,178704.0,Hammersmith and Fulham,10,Unsurveyed/Urban
W1D 6JS,W1D 6,529761.0,180828.0,Westminster,20,Unsurveyed/Urban
HP15 6YB,HP15 6,490968.0,197396.0,Buckinghamshire,170,Luvisols
PO8 0UG,PO8 0,470588.0,113238.0,East Hampshire,70,Luvisols
NW10 1BP,NW10 1,521762.0,185628.0,Brent,40,Unsurveyed/Urban
IG1 1PE,IG1 1,544299.0,185875.0,Redbridge,10,Unsurveyed/Urban
PO21 3TF,PO21 3,489222.0,98805.0,Arun,10,Mixed
W9 2DQ,W9 2,525359.0,182162.0,Westminster,30,Unsurveyed/Urban
RH10 1PD,RH10 1,527853.0,136917.0,Crawley,80,Unsurveyed/Urban
PO14 3NX,PO14 3,454841.0,103911.0,Fareham,10,Luvisols
SW16 5PQ,SW16 5,529681.0,170817.0,Lambeth,40,Unsurveyed/Urban
IG8 0TW,IG8 0,540198.0,192975.0,Redbridge,60,Unsurveyed/Urban
