postcode,sector,easting,northing,localAuthority,altitude,soilType,riskLabel,medianPrice
SW9 6AF,SW9 6,531688.0,176897.0,Lambeth,10,Unsurveyed/Urban,1,597800.0
TN31 6LJ,TN31 6,582617.0,124983.0,Rother,50,Luvisols,1,531100.0
NW11 0PG,NW11 0,524825.0,188054.0,Barnet,60,Unsurveyed/Urban,1,909600.0
HP7 9RA,HP7 9,497030.0,197720.0,Buckinghamshire,140,Unsurveyed/Urban,1,626500.0
DA9 9RJ,DA9 9,558342.0,174459.0,Dartford,20,Unsurveyed/Urban,1,612600.0
SS3 9LJ,SS3 9,592758.0,185203.0,Southend-on-Sea,10,Unsurveyed/Urban,1,320100.0
SW13 0NN,SW13 0,522009.0,176398.0,Richmond upon Thames,10,Unsurveyed/Urban,4,1162800.0
RG6 7JU,RG6 7,475426.0,171506.0,Wokingham,50,Unsurveyed/Urban,1,467000.0
PO33 3UA,PO33 3,457634.0,91821.0,Isle of Wight,30,Planosols,1,236000.0
TN25 7HT,TN25 7,603632.0,137553.0,Ashford,50,Planosols,1,421800.0
ME16 0JJ,ME16 0,574605.0,155995.0,Maidstone,60,Unsurveyed/Urban,1,373700.0
SL2 5AL,SL2 5,497852.0,180937.0,Slough,30,Unsurveyed/Urban,1,395000.0
SO50 7GA,SO50 7,449410.0,118555.0,Eastleigh,30,Unsurveyed/Urban,1,344700.0
E16 3PY,E16 3,540578.0,181631.0,Newham,10,Unsurveyed/Urban,1,352000.0
BN11 2DU,BN11 2,515902.0,102928.0,Worthing,10,Unsurveyed/Urban,1,340600.0
N2 0RA,N2 0,526601.0,188883.0,Barnet,70,Unsurveyed/Urban,1,2063500.0
CT6 7HD,CT6 7,618159.0,166290.0,Canterbury,20,Unsurveyed/Urban,1,284400.0
SL1 8PD,SL1 8,492656.0,186030.0,Buckinghamshire,90,Planosols,1,704400.0
KT6 4FB,KT6 4,517934.0,167686.0,Kingston upon Thames,10,Unsurveyed/Urban,1,528400.0
BN24 6ET,BN24 6,565719.0,104042.0,Wealden,0,Gleysols,1,640400.0
GU1 2ET,GU1 2,501009.0,149886.0,Guildford,80,Unsurveyed/Urban,1,886100.0
SE20 8HS,SE20 8,535367.0,170078.0,Bromley,40,Unsurveyed/Urban,1,354700.0
TW1 3HY,TW1 3,516754.0,174153.0,Richmond upon Thames,10,Unsurveyed/Urban,1,504600.0
SO45 1EW,SO45 1,444625.0,102503.0,New Forest,20,Unsurveyed/Urban,1,407200.0
PO36 0DF,PO36 0,460570.0,87038.0,Isle of Wight,10,Luvisols,1,295200.0
E17 3HS,E17 3,538246.0,189917.0,Waltham Forest,30,Unsurveyed/Urban,1,532100.0
E1 3FZ,E1 3,535827.0,181942.0,Tower Hamlets,10,Unsurveyed/Urban,1,459800.0
E1 3LE,E1 3,535584.0,181890.0,Tower Hamlets,10,Unsurveyed/Urban,1,431300.0
BN7 1NA,BN7 1,540312.0,110547.0,Lewes,50,Unsurveyed/Urban,1,587600.0
TN12 6AF,TN12 6,566833.0,145020.0,Tunbridge Wells,20,Gleysols,6,1163600.0
ME17 1QS,ME17 1,583939.0,158626.0,Maidstone,170,Luvisols,1,515900.0
SP11 0HQ,SP11 0,434436.0,149927.0,Test Valley,100,Luvisols,8,926300.0
PO4 9SU,PO4 9,466772.0,99366.0,Portsmouth,10,Unsurveyed/Urban,1,281200.0
SS15 6DZ,SS15 6,567333.0,189665.0,Basildon,50,Unsurveyed/Urban,1,188800.0
OX14 2QS,OX14 2,450764.0,198941.0,Vale of White Horse,60,Cambisols,1,428700.0
NW5 2DP,NW5 2,529443.0,184906.0,Camden,40,Unsurveyed/Urban,1,907800.0
RG22 5FH,RG22 5,460466.0,151648.0,Basingstoke and Deane,100,Unsurveyed/Urban,1,335700.0
TW18 1LH,TW18 1,504979.0,170509.0,Spelthorne,20,Unsurveyed/Urban,1,405600.0
TW10 7TZ,TW10 7,517052.0,171815.0,Richmond upon Thames,10,Cambisols,1,1040500.0
ME2 3TF,ME2 3,572231.0,169856.0,Medway,60,Unsurveyed/Urban,1,324800.0
CR3 6EU,CR3 6,533691.0,154829.0,Tandridge,150,Unsurveyed/Urban,1,515400.0
BR3 4BQ,BR3 4,536137.0,168099.0,Bromley,40,Unsurveyed/Urban,1,494300.0
SO24 9UD,SO24 9,457933.0,136857.0,Winchester,110,Leptosols,1,661300.0
KT15 1TB,KT15 1,504335.0,164539.0,Runnymede,20,Unsurveyed/Urban,1,309000.0
RG40 4HB,RG40 4,479510.0,165437.0,Wokingham,60,Luvisols,1,605200.0
TN10 4JS,TN10 4,560863.0,148001.0,Tonbridge and Malling,30,Unsurveyed/Urban,1,529700.0
MK18 7BF,MK18 7,470290.0,234227.0,Buckinghamshire,80,Luvisols,1,324700.0
HP12 4PU,HP12 4,483807.0,191148.0,Buckinghamshire,140,Unsurveyed/Urban,1,771900.0
BN8 5AG,BN8 5,547293.0,113974.0,Lewes,20,Planosols,1,600500.0
GU11 1QG,GU11 1,485849.0,150665.0,Rushmoor,110,Unsurveyed/Urban,1,207900.0
HP22 5ZB,HP22 5,484207.0,211513.0,Buckinghamshire,100,Stagnosols,1,527200.0
SW19 2BU,SW19 2,526836.0,170624.0,Merton,10,Unsurveyed/Urban,1,361300.0
SE10 8EN,SE10 8,538060.0,176688.0,Lewisham,20,Unsurveyed/Urban,1,807200.0
SW7 3HU,SW7 3,526917.0,178771.0,Kensington and Chelsea,10,Unsurveyed/Urban,1,1163000.0
E12 6TR,E12 6,541797.0,184850.0,Newham,10,Unsurveyed/Urban,1,304400.0
KT19 0HH,KT19 0,521073.0,164233.0,Epsom and Ewell,30,Unsurveyed/Urban,1,509100.0
SL3 6QE,SL3 6,500805.0,180245.0,Buckinghamshire,30,Gleysols,8,594300.0
RG6 3UN,RG6 3,476465.0,170582.0,Wokingham,40,Gleysols,6,358300.0
NW6 3RS,NW6 3,525622.0,184448.0,Camden,50,Unsurveyed/Urban,1,985400.0
PO8 9AN,PO8 9,469663.0,111523.0,Havant,60,Unsurveyed/Urban,1,370500.0
CT12 6DJ,CT12 6,637018.0,166156.0,Thanet,40,Unsurveyed/Urban,1,236800.0
CR8 4BL,CR8 4,531541.0,159513.0,Croydon,120,Unsurveyed/Urban,1,598900.0
SW6 4BE,SW6 4,525363.0,176682.0,Hammersmith and Fulham,0,Unsurveyed/Urban,4,1360000.0
SO32 3LH,SO32 3,460758.0,124752.0,Winchester,130,Luvisols,1,1016100.0
E11 3WW,E11 3,539336.0,186929.0,Waltham Forest,20,Unsurveyed/Urban,1,497600.0
BN12 5PH,BN12 5,509664.0,101718.0,Arun,10,Unsurveyed/Urban,3,499000.0
BN10 8BZ,BN10 8,541354.0,102516.0,Lewes,70,Unsurveyed/Urban,1,361300.0
W7 3HR,W7 3,515484.0,180274.0,Ealing,20,Unsurveyed/Urban,1,394200.0
E1 4NH,E1 4,535637.0,181903.0,Tower Hamlets,10,Unsurveyed/Urban,1,404700.0
GU34 2JN,GU34 2,471950.0,140497.0,East Hampshire,120,Unsurveyed/Urban,1,370400.0
KT6 6YN,KT6 6,518842.0,168682.0,Kingston upon Thames,10,Unsurveyed/Urban,1,530200.0
W1W 6HQ,W1W 6,529003.0,181735.0,Westminster,30,Unsurveyed/Urban,1,896900.0
PO36 0JL,PO36 0,456246.0,83867.0,Isle of Wight,50,Luvisols,1,304300.0
RG42 4FA,RG42 4,484266.0,169288.0,Bracknell Forest,80,Luvisols,1,440400.0
CM13 3DS,CM13 3,559378.0,190458.0,Brentwood,70,Stagnosols,1,923300.0
SL3 7UF,SL3 7,500350.0,179054.0,Slough,30,Unsurveyed/Urban,1,506300.0
PO18 0RY,PO18 0,488384.0,106227.0,Chichester,20,Luvisols,1,580400.0
TW15 2DG,TW15 2,507250.0,171306.0,Spelthorne,20,Unsurveyed/Urban,1,471300.0
SO23 7LG,SO23 7,448683.0,132904.0,Winchester,50,Unsurveyed/Urban,5,473400.0
BN3 3AS,BN3 3,529460.0,104979.0,Brighton and Hove,20,Unsurveyed/Urban,1,234000.0
DA13 9AE,DA13 9,565377.0,167679.0,Gravesham,90,Luvisols,1,459200.0
UB7 9DH,UB7 9,506676.0,179098.0,Hillingdon,30,Unsurveyed/Urban,1,360800.0
NW1 1DN,NW1 1,529725.0,183195.0,Camden,20,Unsurveyed/Urban,1,1202300.0
SW1V 3AH,SW1V 3,529165.0,177951.0,Westminster,10,Unsurveyed/Urban,4,821400.0
W1S 2EU,W1S 2,529089.0,180797.0,Westminster,20,Unsurveyed/Urban,1,95849700.0
KT11 2BY,KT11 2,512306.0,159958.0,Elmbridge,30,Unsurveyed/Urban,1,1658700.0
SS6 9FA,SS6 9,580379.0,191196.0,Rochford,40,Unsurveyed/Urban,1,396300.0
BN2 4ND,BN2 4,533453.0,106035.0,Brighton and Hove,120,Leptosols,1,457600.0
BN27 2AW,BN27 2,559119.0,109231.0,Wealden,20,Unsurveyed/Urban,1,266300.0
OX12 7DQ,OX12 7,440370.0,188514.0,Vale of White Horse,90,Luvisols,1,283200.0
SW18 5LP,SW18 5,524954.0,173308.0,Wandsworth,20,Unsurveyed/Urban,1,1091100.0
SS9 4DY,SS9 4,582785.0,188942.0,Southend-on-Sea,40,Unsurveyed/Urban,1,321300.0
CT21 5DT,CT21 5,616283.0,135008.0,Folkestone and Hythe,40,Unsurveyed/Urban,1,300300.0
PO14 4PQ,PO14 4,452355.0,106798.0,Fareham,40,Unsurveyed/Urban,1,379100.0
RM12 4LH,RM12 4,553875.0,186566.0,Havering,30,Unsurveyed/Urban,1,388900.0
SE10 8QS,SE10 8,538372.0,176764.0,Greenwich,40,Unsurveyed/Urban,1,523100.0
BN15 9QA,BN15 9,518189.0,105251.0,Adur,10,Unsurveyed/Urban,1,295600.0
E6 3LN,E6 3,542057.0,182755.0,Newham,10,Unsurveyed/Urban,5,427200.0
PO3 5XH,PO3 5,466186.0,103676.0,Portsmouth,10,Unsurveyed/Urban,5,285700.0
BN3 1FW,BN3 1,529706.0,104585.0,Brighton and Hove,20,Unsurveyed/Urban,1,583100.0
RG4 6SE,RG4 6,472271.0,176665.0,Reading,80,Unsurveyed/Urban,1,499100.0
SL1 7EE,SL1 7,492252.0,181774.0,Buckinghamshire,30,Unsurveyed/Urban,1,614700.0
BN23 7PF,BN23 7,562958.0,102084.0,Eastbourne,10,Cambisols,1,239800.0
RG10 9JQ,RG10 9,478939.0,176051.0,Wokingham,40,Luvisols,1,248400.0
SW1P 1JB,SW1P 1,529549.0,179037.0,Westminster,10,Unsurveyed/Urban,1,1077900.0
NW11 7QY,NW11 7,525407.0,187317.0,Barnet,80,Unsurveyed/Urban,1,643600.0
BN2 6DG,BN2 6,534532.0,105620.0,Brighton and Hove,150,Unsurveyed/Urban,1,421300.0
NW9 8UJ,NW9 8,520279.0,188639.0,Brent,60,Unsurveyed/Urban,1,536200.0
E10 7JB,E10 7,537125.0,187307.0,Waltham Forest,10,Unsurveyed/Urban,1,642600.0
N16 6ND,N16 6,534166.0,187277.0,Hackney,30,Unsurveyed/Urban,1,249000.0
HP6 6NS,HP6 6,497371.0,198222.0,Buckinghamshire,140,Unsurveyed/Urban,1,716100.0
RH14 0AF,RH14 0,500751.0,130580.0,Chichester,70,Stagnosols,1,595600.0
BN1 8RE,BN1 8,531072.0,109164.0,Brighton and Hove,80,Unsurveyed/Urban,1,431700.0
WC1X 8HG,WC1X 8,531147.0,181652.0,Camden,20,Unsurveyed/Urban,1,407500.0
SS0 7HS,SS0 7,586988.0,185977.0,Southend-on-Sea,30,Unsurveyed/Urban,1,284400.0
RH16 1UP,RH16 1,532974.0,125409.0,Mid Sussex,60,Unsurveyed/Urban,1,515000.0
PO11 9LU,PO11 9,473148.0,98454.0,Havant,0,Unsurveyed/Urban,4,364000.0
TN21 0EB,TN21 0,557736.0,117194.0,Wealden,80,Planosols,1,207400.0
GU22 0AT,GU22 0,499936.0,157464.0,Woking,30,Unsurveyed/Urban,1,715400.0
W1B 5PP,W1B 5,529229.0,180940.0,Westminster,20,Unsurveyed/Urban,1,73500.0
SE3 8PN,SE3 8,541653.0,176405.0,Greenwich,50,Unsurveyed/Urban,1,191800.0
TW4 6JR,TW4 6,510440.0,175936.0,Hounslow,20,Unsurveyed/Urban,1,66458000.0
SE12 9QP,SE12 9,541234.0,172209.0,Lewisham,40,Unsurveyed/Urban,1,477800.0
SE15 4NX,SE15 4,534277.0,176043.0,Southwark,20,Unsurveyed/Urban,1,699400.0
SW18 1BW,SW18 1,525903.0,174931.0,Wandsworth,10,Unsurveyed/Urban,1,839000.0
W11 4AP,W11 4,524302.0,180581.0,Kensington and Chelsea,20,Unsurveyed/Urban,1,1947600.0
N12 8GB,N12 8,526225.0,191944.0,Barnet,90,Unsurveyed/Urban,1,586600.0
IG6 2AY,IG6 2,544326.0,190027.0,Redbridge,30,Unsurveyed/Urban,1,476500.0
CT1 1XD,CT1 1,615326.0,157473.0,Canterbury,20,Unsurveyed/Urban,1,878300.0
SM6 0HD,SM6 0,528652.0,163744.0,Sutton,60,Unsurveyed/Urban,1,137200.0
SE3 9BT,SE3 9,540646.0,175323.0,Greenwich,20,Unsurveyed/Urban,1,654200.0
RM6 4HL,RM6 4,546878.0,187687.0,Redbridge,20,Unsurveyed/Urban,1,362500.0
SE1 8LH,SE1 8,531484.0,179913.0,Southwark,10,Unsurveyed/Urban,4,839900.0
HA8 7TE,HA8 7,518434.0,192377.0,Harrow,70,Unsurveyed/Urban,1,1651800.0
OX10 6QJ,OX10 6,464566.0,188044.0,South Oxfordshire,100,Luvisols,1,692500.0
SL6 7UJ,SL6 7,488326.0,183098.0,Windsor and Maidenhead,30,Unsurveyed/Urban,1,503800.0
CR2 6LD,CR2 6,532327.0,164537.0,Croydon,50,Unsurveyed/Urban,1,896900.0
OX12 8PD,OX12 8,442816.0,188183.0,Vale of White Horse,90,Luvisols,1,651500.0
EC1A 7AE,EC1A 7,531857.0,181396.0,City of London,10,Unsurveyed/Urban,1,1309500.0
TW16 7RF,TW16 7,510098.0,170616.0,Spelthorne,20,Unsurveyed/Urban,6,530100.0
HA2 7BA,HA2 7,513927.0,188338.0,Harrow,60,Unsurveyed/Urban,1,137100.0
CT4 5SJ,CT4 5,610725.0,148612.0,Canterbury,140,Luvisols,1,460600.0
SO31 4LR,SO31 4,447135.0,107067.0,Eastleigh,10,Unsurveyed/Urban,1,221400.0
RM9 4BT,RM9 4,546923.0,183796.0,Barking and Dagenham,0,Unsurveyed/Urban,1,332900.0
KT5 9RB,KT5 9,519936.0,165884.0,Kingston upon Thames,20,Unsurveyed/Urban,1,635300.0
SP10 3EX,SP10 3,435291.0,145700.0,Test Valley,80,Unsurveyed/Urban,1,256700.0
SW17 8NX,SW17 8,527983.0,171695.0,Wandsworth,30,Unsurveyed/Urban,1,633600.0
SE24 9NX,SE24 9,532481.0,174764.0,Southwark,30,Unsurveyed/Urban,1,1249000.0
TN25 6RZ,TN25 6,607640.0,140066.0,Ashford,90,Luvisols,1,857000.0
SS13 2AN,SS13 2,574093.0,189219.0,Basildon,20,Unsurveyed/Urban,1,229800.0
SW16 3LR,SW16 3,530818.0,170012.0,Croydon,40,Unsurveyed/Urban,1,239800.0
DA1 1QR,DA1 1,554726.0,173783.0,Dartford,30,Unsurveyed/Urban,1,448300.0
HP13 5NL,HP13 5,485156.0,194179.0,Buckinghamshire,120,Unsurveyed/Urban,1,338000.0
OX11 7AZ,OX11 7,451683.0,189970.0,South Oxfordshire,80,Luvisols,1,304900.0
WC2R 0RG,WC2R 0,530124.0,180480.0,Westminster,10,Unsurveyed/Urban,1,7562000.0
HA0 2AZ,HA0 2,517804.0,185682.0,Brent,40,Unsurveyed/Urban,1,645800.0
EC1V 4LE,EC1V 4,531778.0,182217.0,Islington,20,Unsurveyed/Urban,1,764700.0
NW9 5TR,NW9 5,521545.0,190891.0,Barnet,50,Unsurveyed/Urban,1,378400.0
HA2 0EZ,HA2 0,513512.0,187124.0,Harrow,50,Unsurveyed/Urban,1,315600.0
RM3 7JS,RM3 7,553078.0,191793.0,Havering,50,Unsurveyed/Urban,1,354700.0
SS17 0DR,SS17 0,568370.0,181999.0,Thurrock,10,Unsurveyed/Urban,3,304800.0
BN13 3TB,BN13 3,511076.0,104040.0,Worthing,10,Luvisols,1,427200.0
TN6 2PR,TN6 2,552431.0,129375.0,Wealden,140,Luvisols,1,375800.0
GU12 5ND,GU12 5,488868.0,153307.0,Guildford,70,Unsurveyed/Urban,6,271000.0
WC2B 5QF,WC2B 5,530312.0,181311.0,Camden,20,Unsurveyed/Urban,1,1464800.0
SW6 2SB,SW6 2,526306.0,176555.0,Hammersmith and Fulham,10,Unsurveyed/Urban,4,881900.0
RH10 7PH,RH10 7,526911.0,136846.0,Crawley,70,Unsurveyed/Urban,1,401900.0
HA4 0RZ,HA4 0,511278.0,185787.0,Hillingdon,40,Unsurveyed/Urban,1,512800.0
SE27 0TP,SE27 0,531989.0,171592.0,Lambeth,60,Unsurveyed/Urban,1,574900.0
N17 9UZ,N17 9,534556.0,190664.0,Haringey,10,Unsurveyed/Urban,6,538300.0
CT11 9HW,CT11 9,637757.0,164604.0,Thanet,30,Unsurveyed/Urban,1,283300.0
KT2 5RA,KT2 5,517411.0,171406.0,Kingston upon Thames,10,Unsurveyed/Urban,1,768700.0
N10 1PJ,N10 1,528588.0,189852.0,Haringey,100,Unsurveyed/Urban,1,598000.0
RG40 1US,RG40 1,481669.0,168913.0,Wokingham,60,Unsurveyed/Urban,1,500900.0
GU32 3FE,GU32 3,474465.0,123633.0,East Hampshire,70,Luvisols,1,421200.0
W1U 2RJ,W1U 2,528639.0,181387.0,Westminster,20,Unsurveyed/Urban,1,1112400.0
SS1 2HG,SS1 2,588729.0,185378.0,Southend-on-Sea,20,Unsurveyed/Urban,1,258900.0
RG20 9SQ,RG20 9,441538.0,157606.0,Basingstoke and Deane,230,Luvisols,1,301600.0
E3 2UX,E3 2,537292.0,183390.0,Tower Hamlets,10,Unsurveyed/Urban,1,975500.0
WC2N 6NN,WC2N 6,530330.0,180409.0,Westminster,10,Unsurveyed/Urban,1,1981600.0
W1H 6HR,W1H 6,528063.0,181126.0,Westminster,20,Unsurveyed/Urban,1,2852300.0
RM18 7HH,RM18 7,562756.0,177100.0,Thurrock,0,Gleysols,1,221700.0
OX33 1UJ,OX33 1,459990.0,205573.0,South Oxfordshire,70,Leptosols,1,688400.0
SP10 3AN,SP10 3,435323.0,145463.0,Test Valley,80,Unsurveyed/Urban,1,274800.0
TN15 6DR,TN15 6,557305.0,164157.0,Sevenoaks,150,Luvisols,1,365600.0
TN28 8AA,TN28 8,606589.0,124894.0,Folkestone and Hythe,0,Arenosols,1,297200.0
RM17 5WX,RM17 5,560821.0,177755.0,Thurrock,10,Unsurveyed/Urban,4,339300.0
PO20 3RB,PO20 3,493924.0,105137.0,Arun,10,Luvisols,1,264200.0
SS16 5UF,SS16 5,568191.0,187790.0,Basildon,60,Unsurveyed/Urban,1,396200.0
NW2 7TT,NW2 7,522351.0,186836.0,Brent,60,Unsurveyed/Urban,1,2353500.0
RG28 7RL,RG28 7,445806.0,147686.0,Basingstoke and Deane,80,Luvisols,1,392900.0
SL6 1UP,SL6 1,490002.0,180256.0,Windsor and Maidenhead,30,Cambisols,8,1846300.0
PO16 8TL,PO16 8,458568.0,106948.0,Fareham,10,Unsurveyed/Urban,1,379300.0
SW9 9QS,SW9 9,530712.0,175842.0,Lambeth,10,Unsurveyed/Urban,1,1711600.0
ME9 0HS,ME9 0,595983.0,160884.0,Swale,40,Cambisols,1,610400.0
BN3 7BP,BN3 7,528394.0,106127.0,Brighton and Hove,40,Unsurveyed/Urban,1,566600.0
CR0 2FL,CR0 2,532806.0,166338.0,Croydon,60,Unsurveyed/Urban,1,549100.0
ME14 1DS,ME14 1,576122.0,155948.0,Maidstone,20,Unsurveyed/Urban,1,3458400.0
SL1 5JT,SL1 5,493947.0,180472.0,Slough,30,Unsurveyed/Urban,1,438600.0
CT16 3DJ,CT16 3,627956.0,144785.0,Dover,50,Leptosols,1,204000.0
MK18 4HE,MK18 4,466559.0,226598.0,Buckinghamshire,90,Planosols,1,401000.0
N4 2SQ,N4 2,532488.0,187664.0,Hackney,30,Unsurveyed/Urban,1,615800.0
PO8 9DN,PO8 9,469960.0,111926.0,East Hampshire,60,Unsurveyed/Urban,1,321000.0
RH16 3GA,RH16 3,533131.0,124714.0,Mid Sussex,50,Unsurveyed/Urban,1,293700.0
N12 7PB,N12 7,525442.0,192033.0,Barnet,60,Unsurveyed/Urban,1,1454200.0
SE1 8RT,SE1 8,531243.0,179982.0,Lambeth,10,Unsurveyed/Urban,1,774100.0
ME19 5NB,ME19 5,566049.0,157324.0,Tonbridge and Malling,80,Luvisols,1,457100.0
SO50 5BX,SO50 5,444402.0,118206.0,Eastleigh,10,Unsurveyed/Urban,1,231500.0
ME7 2UU,ME7 2,580386.0,168206.0,Medway,10,Luvisols,1,270300.0
GU14 0AN,GU14 0,486068.0,155197.0,Rushmoor,70,Unsurveyed/Urban,1,331800.0
SS9 4BG,SS9 4,584890.0,187949.0,Southend-on-Sea,30,Unsurveyed/Urban,1,305500.0
TW14 9NX,TW14 9,509916.0,173810.0,Hounslow,20,Unsurveyed/Urban,1,456900.0
RH16 4BX,RH16 4,532293.0,123542.0,Mid Sussex,80,Luvisols,1,932500.0
TN22 3JD,TN22 3,546827.0,130568.0,Wealden,200,Podzols,1,643800.0
SW6 7DL,SW6 7,524477.0,177172.0,Hammersmith and Fulham,0,Unsurveyed/Urban,1,649000.0
CR7 8RH,CR7 8,532558.0,168101.0,Croydon,50,Unsurveyed/Urban,1,362500.0
BN17 6BD,BN17 6,503586.0,102237.0,Arun,10,Unsurveyed/Urban,1,327600.0
SP10 3QE,SP10 3,434991.0,144916.0,Test Valley,70,Unsurveyed/Urban,1,284500.0
RG7 1PA,RG7 1,471523.0,166566.0,Wokingham,60,Planosols,1,467300.0
TW10 5BN,TW10 5,519470.0,174965.0,Richmond upon Thames,20,Cambisols,1,986100.0
GU32 1HA,GU32 1,468234.0,120701.0,East Hampshire,120,Cambisols,1,763100.0
EC1V 9BD,EC1V 9,532423.0,182384.0,Islington,20,Unsurveyed/Urban,1,5013400.0
GU5 0UL,GU5 0,502891.0,144027.0,Waverley,60,Podzols,1,458300.0
NW5 1AE,NW5 1,528990.0,185560.0,Camden,40,Unsurveyed/Urban,1,831800.0
CT1 3AP,CT1 3,615518.0,157307.0,Canterbury,20,Unsurveyed/Urban,1,331600.0
MK18 3HU,MK18 3,477333.0,227623.0,Buckinghamshire,120,Luvisols,1,359700.0
SE18 4GN,SE18 4,542221.0,177048.0,Greenwich,60,Unsurveyed/Urban,1,552100.0
GU15 2JD,GU15 2,487337.0,160070.0,Surrey Heath,80,Unsurveyed/Urban,1,647500.0
E16 2BZ,E16 2,541806.0,180265.0,Newham,10,Unsurveyed/Urban,1,5278800.0
DA7 4EG,DA7 4,548240.0,175917.0,Bexley,50,Unsurveyed/Urban,1,387100.0
BH25 7PB,BH25 7,423103.0,93332.0,New Forest,30,Unsurveyed/Urban,1,673300.0
TN28 8PL,TN28 8,607440.0,124890.0,Folkestone and Hythe,0,Arenosols,1,456500.0
PO9 1LQ,PO9 1,471035.0,106433.0,Havant,10,Unsurveyed/Urban,1,287100.0
KT4 7DU,KT4 7,521857.0,165489.0,Epsom and Ewell,30,Unsurveyed/Urban,1,835100.0
E3 3DX,E3 3,537519.0,182845.0,Tower Hamlets,10,Unsurveyed/Urban,1,1493200.0
PO12 3HA,PO12 3,460633.0,100418.0,Gosport,10,Unsurveyed/Urban,4,213200.0
W5 2HU,W5 2,518223.0,181521.0,Ealing,50,Unsurveyed/Urban,1,340200.0
N8 9AF,N8 9,530697.0,188823.0,Haringey,40,Unsurveyed/Urban,1,867800.0
HP21 9RQ,HP21 9,483304.0,212058.0,Buckinghamshire,90,Unsurveyed/Urban,1,333900.0
SE10 0HB,SE10 0,539601.0,178448.0,Greenwich,10,Unsurveyed/Urban,4,596300.0
W3 9NR,W3 9,519959.0,180283.0,Ealing,20,Unsurveyed/Urban,1,615200.0
DA14 6JZ,DA14 6,546930.0,171225.0,Bexley,40,Unsurveyed/Urban,1,379900.0
DA12 4NT,DA12 4,566452.0,171830.0,Gravesham,60,Unsurveyed/Urban,1,324900.0
OX12 9XW,OX12 9,439668.0,188970.0,Vale of White Horse,80,Cambisols,1,399200.0
E2 7NA,E2 7,533607.0,182696.0,Tower Hamlets,20,Unsurveyed/Urban,1,727600.0
SE21 8SL,SE21 8,533019.0,172608.0,Southwark,40,Unsurveyed/Urban,1,1037700.0
OX11 8BT,OX11 8,453033.0,189778.0,South Oxfordshire,60,Luvisols,1,397500.0
NW1 5AG,NW1 5,527810.0,181964.0,Westminster,30,Unsurveyed/Urban,1,543100.0
PO16 8DX,PO16 8,461292.0,106338.0,Fareham,40,Unsurveyed/Urban,1,383700.0
ME14 2EF,ME14 2,576403.0,157667.0,Maidstone,40,Unsurveyed/Urban,1,260500.0
SW9 8PR,SW9 8,531270.0,175421.0,Lambeth,20,Unsurveyed/Urban,1,1018100.0
SM6 0PF,SM6 0,528975.0,163439.0,Sutton,70,Unsurveyed/Urban,1,239200.0
KT19 7LE,KT19 7,519411.0,162727.0,Epsom and Ewell,40,Cambisols,1,626900.0
IG6 2RR,IG6 2,544155.0,191701.0,Redbridge,50,Unsurveyed/Urban,1,457100.0
RM11 1NS,RM11 1,552974.0,187536.0,Havering,30,Unsurveyed/Urban,1,519400.0
CM14 4BH,CM14 4,559470.0,193531.0,Brentwood,100,Unsurveyed/Urban,1,829700.0
W6 0EA,W6 0,523285.0,178642.0,Hammersmith and Fulham,10,Unsurveyed/Urban,1,2301600.0
MK17 9BJ,MK17 9,490511.0,230283.0,Buckinghamshire,150,Luvisols,1,1038200.0
HA4 6RT,HA4 6,510845.0,185145.0,Hillingdon,40,Unsurveyed/Urban,1,509300.0
SO53 3FD,SO53 3,443745.0,119264.0,Eastleigh,30,Unsurveyed/Urban,1,332900.0
RH15 8LJ,RH15 8,530780.0,119263.0,Mid Sussex,40,Unsurveyed/Urban,1,623800.0
GU34 4EE,GU34 4,473824.0,141002.0,East Hampshire,100,Luvisols,1,677500.0
CT1 2EE,CT1 2,615000.0,157912.0,Canterbury,10,Unsurveyed/Urban,1,402700.0
RG30 1AY,RG30 1,470011.0,173498.0,Reading,40,Unsurveyed/Urban,1,14700.0
GU7 3SQ,GU7 3,497624.0,145900.0,Waverley,40,Gleysols,1,382500.0
CT20 2RE,CT20 2,622202.0,135966.0,Folkestone and Hythe,40,Unsurveyed/Urban,1,180600.0
SS16 6NB,SS16 6,568075.0,187335.0,Basildon,70,Unsurveyed/Urban,1,581200.0
SO18 2PR,SO18 2,444608.0,114855.0,Southampton,30,Unsurveyed/Urban,1,256200.0
NW11 8AJ,NW11 8,525167.0,186984.0,Barnet,70,Unsurveyed/Urban,1,872500.0
BR2 7LZ,BR2 7,540418.0,167237.0,Bromley,50,Unsurveyed/Urban,1,607400.0
HP11 1QA,HP11 1,487169.0,191695.0,Buckinghamshire,150,Unsurveyed/Urban,1,893300.0
ME16 0UA,ME16 0,574630.0,157510.0,Maidstone,30,Unsurveyed/Urban,1,376500.0
SM7 3HY,SM7 3,527614.0,160510.0,Reigate and Banstead,130,Luvisols,1,719100.0
SO41 8DZ,SO41 8,431225.0,94615.0,New Forest,20,Unsurveyed/Urban,1,589500.0
RM5 3LT,RM5 3,550586.0,192007.0,Havering,70,Unsurveyed/Urban,1,320600.0
RG21 3LF,RG21 3,463072.0,150677.0,Basingstoke and Deane,100,Unsurveyed/Urban,1,313000.0
PO3 5PE,PO3 5,466915.0,103264.0,Portsmouth,0,Unsurveyed/Urban,1,278300.0
